                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    303,                0.29434,                0.21373,                0.87839,                0.47696,                0.06926,                 0.0801,                0.04818,                 1.9265,                 5.2042,                 2.0158,              0.0040204,              0.0040204,              0.0040204
                    304,                0.29332,                0.20833,                0.88268,                0.17314,                0.14748,                0.16477,                0.10602,                 1.7953,                 4.2881,                  1.902,              0.0040006,              0.0040006,              0.0040006
                    305,                0.30203,                0.22053,                0.88051,                 0.2823,                0.19922,                0.23589,                0.16054,                 1.7936,                 3.6854,                 1.8892,              0.0039808,              0.0039808,              0.0039808
                    306,                0.30076,                 0.2262,                0.88767,                0.29034,                0.19527,                0.23548,                0.15321,                  1.884,                 3.6172,                 1.8666,               0.003961,               0.003961,               0.003961
                    307,                0.30253,                 0.2101,                0.88103,                0.13032,                0.57348,                0.24333,                0.15785,                 1.8625,                 3.4972,                  1.844,              0.0039412,              0.0039412,              0.0039412
                    308,                0.28187,                0.20634,                0.88388,                0.15799,                0.58377,                0.26457,                0.16817,                 1.9308,                 3.5066,                 1.8617,              0.0039214,              0.0039214,              0.0039214
                    309,                0.29047,                0.21934,                  0.879,                0.14465,                0.53663,                0.27219,                0.17444,                 1.8612,                 3.4886,                 1.7688,              0.0039016,              0.0039016,              0.0039016
                    310,                0.29417,                0.21714,                0.88238,                0.16085,                0.54854,                0.29659,                0.17406,                 1.8121,                 3.7312,                 1.7223,              0.0038818,              0.0038818,              0.0038818
                    311,                0.29523,                0.21924,                0.87698,                0.17267,                0.50314,                0.26541,                 0.1432,                  1.909,                 3.9987,                 1.7659,               0.003862,               0.003862,               0.003862
                    312,                0.31438,                0.23545,                0.88978,                0.15381,                0.49123,                0.24883,                0.13217,                 1.8889,                 3.9928,                 1.8245,              0.0038422,              0.0038422,              0.0038422
                    313,                0.29882,                0.22408,                0.89228,                0.11009,                0.24313,                0.11471,                0.04631,                 2.1968,                 5.1592,                 2.1256,              0.0038224,              0.0038224,              0.0038224
                    314,                0.28907,                0.21863,                0.88436,                0.12454,                0.25676,                0.10598,                0.04168,                  2.381,                 4.9825,                 2.1784,              0.0038026,              0.0038026,              0.0038026
                    315,                0.30107,                0.23039,                0.88196,                0.14178,                0.38561,                0.17573,                 0.0777,                 2.2147,                 4.3086,                 1.9424,              0.0037828,              0.0037828,              0.0037828
                    316,                0.30861,                0.22069,                0.88156,                0.35857,                0.20569,                0.23202,                0.12027,                  2.028,                 3.7218,                 1.8368,               0.003763,               0.003763,               0.003763
                    317,                0.29014,                0.22529,                0.88115,                0.35001,                0.26714,                0.26355,                0.15529,                 1.8353,                  3.467,                 1.7328,              0.0037432,              0.0037432,              0.0037432
                    318,                0.29726,                 0.2157,                 0.8833,                 0.1593,                 0.4316,                0.22075,                0.12101,                 1.8338,                 4.0666,                 1.8412,              0.0037234,              0.0037234,              0.0037234
                    319,                0.29159,                0.20748,                0.89065,                0.26518,                0.05653,                0.07172,                0.03096,                 2.1379,                 5.5634,                 2.1546,              0.0037036,              0.0037036,              0.0037036
                    320,                0.28411,                0.24157,                0.87824,                0.07624,                0.17381,                 0.0819,                0.04068,                 2.1191,                 5.5452,                 2.1571,              0.0036838,              0.0036838,              0.0036838
                    321,                0.27606,                0.21492,                0.87447,                0.09659,                0.13918,                0.09697,                0.05543,                 2.0915,                 5.0019,                 2.0702,               0.003664,               0.003664,               0.003664
                    322,                0.28713,                0.21224,                0.87139,                0.05276,                0.19426,                0.04455,                0.01967,                 2.1844,                 5.2535,                  2.151,              0.0036442,              0.0036442,              0.0036442
                    323,                0.28171,                0.20213,                0.87467,                 0.0447,                0.16071,                0.05175,                0.02348,                 2.2317,                 5.2457,                 2.2085,              0.0036244,              0.0036244,              0.0036244
                    324,                0.29115,                0.22163,                0.88109,                 0.0359,                0.12554,                0.02747,                0.01404,                 2.2175,                 5.5771,                 2.1882,              0.0036046,              0.0036046,              0.0036046
                    325,                 0.3043,                0.21717,                0.88368,                0.05367,                0.21753,                0.08319,                0.02796,                  2.291,                   4.96,                 2.0476,              0.0035848,              0.0035848,              0.0035848
                    326,                0.29242,                0.20455,                0.88219,                0.16524,                0.09145,                0.10252,                0.04847,                 2.3679,                 4.7185,                 2.0629,               0.003565,               0.003565,               0.003565
                    327,                0.28138,                0.21848,                0.87977,                 0.2071,                0.21513,                0.15824,                 0.0851,                 2.3325,                 4.3269,                 1.9746,              0.0035452,              0.0035452,              0.0035452
                    328,                0.29828,                0.21459,                0.87641,                0.09562,                0.24307,                 0.1339,                0.07622,                 2.2431,                 4.5893,                  1.922,              0.0035254,              0.0035254,              0.0035254
                    329,                0.28483,                0.21279,                0.88295,                0.12839,                0.30043,                0.16542,                0.09699,                 2.1212,                 4.6224,                 1.9427,              0.0035056,              0.0035056,              0.0035056
                    330,                0.29765,                0.22118,                0.88852,                0.11117,                0.33674,                  0.153,                0.09384,                  1.989,                 4.5847,                 2.0219,              0.0034858,              0.0034858,              0.0034858
                    331,                0.30415,                0.23878,                0.87713,                0.12491,                0.39518,                0.16252,                0.10016,                 1.9407,                 4.3983,                 1.9995,               0.003466,               0.003466,               0.003466
                    332,                0.27859,                0.21811,                0.87173,                0.12024,                0.34978,                0.14867,                0.09178,                 1.9591,                 4.5436,                 2.0016,              0.0034462,              0.0034462,              0.0034462
                    333,                0.28533,                0.21934,                0.87841,                0.05077,                0.16412,                0.04913,                0.02578,                 2.2738,                 5.4616,                  2.164,              0.0034264,              0.0034264,              0.0034264
                    334,                0.29423,                 0.2177,                 0.8835,                0.03766,                0.12949,                0.03612,                0.01858,                 2.4242,                 5.5458,                 2.2702,              0.0034066,              0.0034066,              0.0034066
                    335,                0.26708,                0.21157,                0.88001,                0.07547,                0.09313,                0.06912,                0.03119,                 2.3041,                 5.3639,                 2.2428,              0.0033868,              0.0033868,              0.0033868
                    336,                0.28319,                0.21449,                0.88381,                0.09172,                0.31407,                0.11002,                0.05979,                   2.05,                 4.7464,                 2.0402,               0.003367,               0.003367,               0.003367
                    337,                0.27085,                0.19953,                0.88325,                0.07255,                0.31521,                0.06808,                0.02897,                 2.1422,                 5.0206,                 2.1517,              0.0033472,              0.0033472,              0.0033472
                    338,                0.28433,                0.20947,                 0.8834,                0.03389,                0.16131,                0.03279,                 0.0129,                 2.1462,                 5.5195,                 2.1425,              0.0033274,              0.0033274,              0.0033274
                    339,                0.26417,                0.22048,                0.87667,                0.04787,                0.06926,                 0.0402,                0.01748,                 2.2482,                  5.497,                 2.1363,              0.0033076,              0.0033076,              0.0033076
                    340,                0.27676,                0.21243,                 0.8764,                 0.0157,                0.07955,                0.01122,                0.00478,                 2.3415,                 5.6757,                 2.2628,              0.0032878,              0.0032878,              0.0032878
                    341,                 0.2715,                0.20436,                0.87673,                0.00928,                0.04545,                0.00653,                0.00226,                 2.3743,                 5.8944,                 2.3225,               0.003268,               0.003268,               0.003268
                    342,                0.28844,                0.21046,                0.88215,                0.07012,                0.01136,                0.01096,                0.00397,                 2.3306,                 5.9761,                 2.2435,              0.0032482,              0.0032482,              0.0032482
                    343,                0.30277,                0.22728,                0.88161,                0.04226,                0.10444,                0.03092,                0.01354,                  2.161,                 5.2215,                 1.9974,              0.0032284,              0.0032284,              0.0032284
                    344,                0.29076,                0.22059,                0.87459,                0.25958,                0.18669,                0.13695,                0.08225,                   1.97,                 4.1928,                  1.895,              0.0032086,              0.0032086,              0.0032086
                    345,                0.27868,                0.20656,                0.88034,                0.35311,                0.25379,                 0.2007,                0.12306,                 1.8187,                 3.9035,                 1.8036,              0.0031888,              0.0031888,              0.0031888
                    346,                0.27916,                0.19779,                0.86691,                0.20749,                0.17262,                0.14179,                0.09076,                 1.9869,                 4.1963,                 1.9196,               0.003169,               0.003169,               0.003169
                    347,                0.29238,                0.27127,                 0.8903,                0.16459,                0.09199,                0.10605,                0.05559,                 2.3107,                 4.8752,                 2.1505,              0.0031492,              0.0031492,              0.0031492
                    348,                0.27501,                0.20593,                0.87424,                0.10429,                0.05736,                0.07426,                0.03532,                 2.3215,                   5.15,                 2.2581,              0.0031294,              0.0031294,              0.0031294
                    349,                0.30022,                0.22742,                 0.8756,                0.23647,                0.09367,                0.09272,                0.05263,                 2.2691,                 5.1477,                 2.2564,              0.0031096,              0.0031096,              0.0031096
                    350,                0.26966,                0.20392,                0.86609,                0.23767,                0.08176,                0.08902,                0.05523,                 2.2403,                 5.1553,                 2.2527,              0.0030898,              0.0030898,              0.0030898
                    351,                0.27704,                0.22727,                0.87083,                0.33055,                0.09367,                0.10177,                0.05274,                 2.3021,                 5.3897,                 2.2473,                0.00307,                0.00307,                0.00307
                    352,                0.27596,                0.20157,                0.86259,                0.28605,                0.09313,                0.08836,                0.04834,                 2.2918,                 5.2623,                 2.2929,              0.0030502,              0.0030502,              0.0030502
                    353,                 0.2673,                0.20423,                0.87054,                0.16657,                 0.0579,                 0.0553,                0.02438,                 2.5834,                 5.5799,                  2.483,              0.0030304,              0.0030304,              0.0030304
                    354,                0.27122,                0.19989,                 0.8779,                 0.0554,                0.14085,                 0.0532,                 0.0267,                 2.6595,                 5.7079,                 2.4962,              0.0030106,              0.0030106,              0.0030106
                    355,                0.26828,                0.19574,                0.86983,                0.40261,                0.10617,                0.11193,                0.07012,                  2.233,                  5.112,                 2.2094,              0.0029908,              0.0029908,              0.0029908
                    356,                0.26971,                0.19444,                0.87659,                0.06395,                0.08122,                 0.0523,                0.02791,                 2.3862,                 5.8823,                 2.3674,               0.002971,               0.002971,               0.002971
                    357,                   0.26,                 0.1989,                0.87145,                0.04322,                0.09259,                0.03057,                0.01214,                 2.3518,                 6.0154,                 2.3334,              0.0029512,              0.0029512,              0.0029512
                    358,                0.28397,                0.20315,                0.88225,                0.04466,                0.04713,                0.04154,                0.02521,                 2.3571,                 5.9362,                 2.3422,              0.0029314,              0.0029314,              0.0029314
                    359,                0.26806,                 0.1957,                0.87539,                0.59498,                0.05904,                0.06338,                 0.0356,                 2.3381,                 5.6504,                 2.3123,              0.0029116,              0.0029116,              0.0029116
                    360,                0.26388,                0.19364,                0.87919,                0.05818,                0.17495,                0.07704,                0.04573,                 2.3162,                 5.3246,                 2.2602,              0.0028918,              0.0028918,              0.0028918
